handle,title,tag_count,flagged,near_duplicate_groups,all_tags
spring-air-value-collection-lexi-plush-gel-memory-foam-tight-top-11-mattress,"Spring Air Value Collection Lexi Plush Gel Memory Foam 13.5"" Mattress",47,yes,California King Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Bed in a Box Mattresses | King Innerspring Mattresses | mattress | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Spring Air California King Size Mattresses | Spring Air King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Full Bed in a Box Mattresses | Plush Full Size Mattresses | Spring Air Full Size Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Plush Twin XL Memory Foam Mattresses  ;;  Plush | Plush Hybrid Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL  ;;  Spring Air Mattresses | Spring Air Queen Mattresses | Spring Air Twin Mattresses | Spring Air Twin XL Mattresses,"Back and Stomach, Brand_Spring Air, California King Innerspring Mattresses, Feature_Adjustable Friendly, Full Bed in a Box Mattresses, Full Innerspring Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Bed in a Box Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Hybrid Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Memory Foam Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, rating-5, Size_CA King, Size_King, Size_Twin, Size_Twin XL, Spring Air California King Size Mattresses, Spring Air Full Size Mattresses, Spring Air King Size Mattresses, Spring Air Mattresses, Spring Air Queen Mattresses, Spring Air Twin Mattresses, Spring Air Twin XL Mattresses, Twin Size Mattress Sale, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Innerspring, Type_Pocketed Coil"
spring-air-value-collection-blair-plush-gel-memory-foam-euro-top-16-mattress,"Spring Air Value Collection Demi Ultra Plush Gel Memory Foam Euro Top 16"" Mattress",49,yes,California King Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Innerspring Mattresses | mattress | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Spring Air California King Size Mattresses | Spring Air King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Comfort_Pillow Top | Pillow Top  ;;  Full Size Mattress Sale | Mattress Sale | Plush Full Size Mattresses | Queen Size Mattress Sale | Spring Air Full Size Mattress Sale | Spring Air Full Size Mattresses | Spring Air Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Ultra Plush Memory Foam Mattresses  ;;  Plush | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses | Ultra Plush Mattresses  ;;  Size_Twin | Size_Twin XL  ;;  Spring Air Mattresses | Spring Air Queen Mattresses | Spring Air Twin Mattresses | Spring Air Twin XL Mattresses,"All, Brand_Spring Air, California King Innerspring Mattresses, Comfort_Pillow Top, Full Innerspring Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-14plus, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Pillow Top, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, rating-4plus, Side, Size_CA King, Size_King, Size_Twin, Size_Twin XL, Spring Air California King Size Mattresses, Spring Air Full Size Mattress Sale, Spring Air Full Size Mattresses, Spring Air King Size Mattresses, Spring Air Mattress Sale, Spring Air Mattresses, Spring Air Queen Mattresses, Spring Air Twin Mattresses, Spring Air Twin XL Mattresses, Twin Size Mattress Sale, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Innerspring, Type_Pocketed Coil, Ultra Plush Mattresses, Ultra Plush Memory Foam Mattresses"
spring-air-value-collection-lexi-medium-gel-memory-foam-13-5-mattress,"Spring Air Value Collection Lexi Medium Gel Memory Foam 13.5"" Mattress",46,yes,California King Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Bed in a Box Mattresses | King Innerspring Mattresses | mattress | Medium California King Hybrid Mattresses | Medium King Size Mattresses | Spring Air California King Size Mattresses | Spring Air King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Full Bed in a Box Mattresses | Medium Full Size Mattresses | Spring Air Full Size Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Medium Memory Foam Mattresses  ;;  Medium | Medium Hybrid Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL  ;;  Spring Air Mattresses | Spring Air Queen Mattresses | Spring Air Twin Mattresses | Spring Air Twin XL Mattresses,"Back and Stomach, Brand_Spring Air, California King Innerspring Mattresses, Feature_Adjustable Friendly, Full Bed in a Box Mattresses, Full Innerspring Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Bed in a Box Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Queen Size Mattress Sale, rating-5, Size_CA King, Size_King, Size_Twin, Size_Twin XL, Spring Air California King Size Mattresses, Spring Air Full Size Mattresses, Spring Air King Size Mattresses, Spring Air Mattresses, Spring Air Queen Mattresses, Spring Air Twin Mattresses, Spring Air Twin XL Mattresses, Twin Size Mattress Sale, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Innerspring, Type_Pocketed Coil"
spring-air-value-collection-lexi-plush-gel-memory-foam-euro-top-14-5-mattress,"Spring Air Value Collection Lexi Gel Memory Foam Euro Top 14.5"" Mattress",48,yes,California King Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Innerspring Mattresses | mattress | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Spring Air California King Size Mattresses | Spring Air King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Comfort_Pillow Top | Pillow Top  ;;  Full Size Mattress Sale | Mattress Sale | Plush Full Size Mattresses | Queen Size Mattress Sale | Spring Air Full Size Mattress Sale | Spring Air Full Size Mattresses | Spring Air Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Plush | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses | Ultra Plush Mattresses  ;;  Size_Twin | Size_Twin XL  ;;  Spring Air Mattresses | Spring Air Queen Mattresses | Spring Air Twin Mattresses | Spring Air Twin XL Mattresses,"All, Brand_Spring Air, California King Innerspring Mattresses, Comfort_Pillow Top, Full Innerspring Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-14plus, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Pillow Top, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, rating-4plus, Side, Size_CA King, Size_King, Size_Twin, Size_Twin XL, Spring Air California King Size Mattresses, Spring Air Full Size Mattress Sale, Spring Air Full Size Mattresses, Spring Air King Size Mattresses, Spring Air Mattress Sale, Spring Air Mattresses, Spring Air Queen Mattresses, Spring Air Twin Mattresses, Spring Air Twin XL Mattresses, Twin Size Mattress Sale, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Innerspring, Type_Pocketed Coil, Ultra Plush Mattresses"
stearns-foster-estate-medium-mattress,"Stearns & Foster Estate® Medium 14.5"" Mattress",46,yes,Brand_Stearns & Foster | Stearns  ;;  California King Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | King Memory Foam Mattresses | mattress | Medium California King Hybrid Mattresses | Medium King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Full Memory Foam Mattresses | Medium Full Size Mattresses | Memory Foam | Memory Foam Mattresses | Memory Foam Queen Mattresses | Memory Foam Twin Size Mattresses | Twin XL Memory Foam Mattresses  ;;  Hybrid Mattresses | Hybrid Queen Size Mattresses | Medium Hybrid Mattresses | Stearns and Foster Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Medium | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin XL Size Mattresses  ;;  Stearns and Foster Mattresses | Stearns and Foster Queen Size Mattresses,"Back and Stomach, Brand_Stearns & Foster, California King Innerspring Mattresses, Feature_Adjustable Friendly, Full Innerspring Mattresses, Full Memory Foam Mattresses, height-14plus, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, King Memory Foam Mattresses, Luxe_Collection, made in usa, mattress, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin XL, Stearns, Stearns and Foster Hybrid Mattresses, Stearns and Foster Mattresses, Stearns and Foster Queen Size Mattresses, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Memory Foam Mattresses, Type_Memory Foam, Type_Pocketed Coil"
stearns-foster-lux-estate-medium-pillow-top-16-mattress,"Stearns & Foster Lux Estate® Medium Pillow Top 16"" Mattress",51,yes,Brand_Stearns & Foster | Stearns  ;;  California King Innerspring Mattresses | Firm King Memory Foam Mattresses | Firm King Size Mattresses | Firm Queen Innerspring Mattresses | Firm Twin Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | King Memory Foam Mattresses | mattress | Twin XL Innerspring Mattresses  ;;  Comfort_Pillow Top | Pillow Top  ;;  Firm | Firm Full Size Mattresses | Firm Memory Foam | Firm Queen Size Mattress | Firm Twin Size Mattresses  ;;  Full Memory Foam Mattresses | Memory Foam | Memory Foam Mattresses | Memory Foam Queen Mattresses | Memory Foam Twin Size Mattresses | Twin XL Memory Foam Mattresses  ;;  Hybrid Mattresses | Hybrid Queen Size Mattresses | Stearns and Foster Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Size_Split CA king | Size_Split King  ;;  Stearns and Foster Mattresses | Stearns and Foster Queen Size Mattresses,"All, Back and Stomach, Brand_Stearns & Foster, California King Innerspring Mattresses, Comfort_Pillow Top, Feature_Adjustable Friendly, Firm, Firm Full Size Mattresses, Firm King Memory Foam Mattresses, Firm King Size Mattresses, Firm Memory Foam, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Innerspring Mattresses, Full Memory Foam Mattresses, height-14plus, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, King Memory Foam Mattresses, Luxe_Collection, made in usa, mattress, Memory Foam, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Pillow Top, Size_CA King, Size_King, Size_Queen, Size_Split CA king, Size_Split King, Size_Twin XL, Stearns, Stearns and Foster Hybrid Mattresses, Stearns and Foster Mattresses, Stearns and Foster Queen Size Mattresses, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Memory Foam Mattresses, Type_Memory Foam, Type_Pocketed Coil"
southerland-cobalt-medium-13-mattress,"Southerland Cobalt Medium 13.5"" Mattress",45,yes,Brand_Scandinavian | scandinavian  ;;  mattress | Medium California King Hybrid Mattresses | Medium Full Size Mattresses | Medium Hybrid Mattresses | Medium King Size Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Plush California King Size Mattresses | Plush Full Size Mattresses | Plush King Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Southerland Full Size Mattresses | Plush Southerland Mattresses | Plush Southerland Memory Foam Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses | Southerland California King Size Mattresses | Southerland Full Size Mattresses | Southerland Innerspring Mattresses | Southerland King Memory Foam Mattresses | Southerland King Size Mattresses | Southerland Mattresses | Southerland Queen Mattresses | Southerland Queen Memory Foam Mattresses | Southerland Twin Memory Foam Mattresses | Southerland Twin Size Mattresses | Southerland Twin XL Innerspring Mattresses  ;;  Size_Twin | Size_Twin XL,"All, best selling, Brand_Scandinavian, height-12-14, mattress, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Southerland Full Size Mattresses, Plush Southerland Mattresses, Plush Southerland Memory Foam Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, scandinavian, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Southerland California King Size Mattresses, Southerland Full Size Mattresses, Southerland Innerspring Mattresses, Southerland King Memory Foam Mattresses, Southerland King Size Mattresses, Southerland Mattresses, Southerland Queen Mattresses, Southerland Queen Memory Foam Mattresses, Southerland Twin Memory Foam Mattresses, Southerland Twin Size Mattresses, Southerland Twin XL Innerspring Mattresses, Type_Pocketed Coil"
southerland-cobalt-firm-13-mattress,"Southerland Cobalt Firm 13"" Mattress",35,yes,Brand_Scandinavian | scandinavian  ;;  Firm | Firm Full Size Mattresses | Firm King Memory Foam Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Memory Foam | Firm Queen Size Mattress | Firm Twin Size Mattresses  ;;  mattress | Southerland California King Size Mattresses | Southerland Full Size Mattresses | Southerland Innerspring Mattresses | Southerland King Memory Foam Mattresses | Southerland King Size Mattresses | Southerland Mattresses | Southerland Queen Mattresses | Southerland Queen Memory Foam Mattresses | Southerland Twin Memory Foam Mattresses | Southerland Twin Size Mattresses | Southerland Twin XL Innerspring Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, best selling, Brand_Scandinavian, CertiPUR-US, color_blue, Firm, Firm Full Size Mattresses, Firm King Memory Foam Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Memory Foam, Firm Queen Size Mattress, Firm Twin Size Mattresses, height-12-14, mattress, scandinavian, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Southerland California King Size Mattresses, Southerland Full Size Mattresses, Southerland Innerspring Mattresses, Southerland King Memory Foam Mattresses, Southerland King Size Mattresses, Southerland Mattresses, Southerland Queen Mattresses, Southerland Queen Memory Foam Mattresses, Southerland Twin Memory Foam Mattresses, Southerland Twin Size Mattresses, Southerland Twin XL Innerspring Mattresses, Type_Pocketed Coil"
southerland-cobalt-extra-firm-13-mattress,"Southerland Cobalt Extra Firm 13"" Mattress",38,yes,Brand_Scandinavian | scandinavian  ;;  Extra Firm | Extra Firm California King Size Mattresses | Extra Firm Full Size Mattresses | Extra Firm Innerspring Mattresses | Extra Firm King Size Mattresses | Extra Firm Mattresses | Extra Firm Memory Foam Mattresses | Extra Firm Queen Innerspring Mattresses | Extra Firm Queen Size Mattresses | Extra Firm Twin Size Mattresses | Extra Firm Twin XL Size Mattresses  ;;  mattress | Southerland California King Size Mattresses | Southerland Full Size Mattresses | Southerland Innerspring Mattresses | Southerland King Memory Foam Mattresses | Southerland King Size Mattresses | Southerland Mattresses | Southerland Queen Mattresses | Southerland Queen Memory Foam Mattresses | Southerland Twin Memory Foam Mattresses | Southerland Twin Size Mattresses | Southerland Twin XL Innerspring Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, best selling, Brand_Scandinavian, CertiPUR-US, color_blue, Extra Firm, Extra Firm California King Size Mattresses, Extra Firm Full Size Mattresses, Extra Firm Innerspring Mattresses, Extra Firm King Size Mattresses, Extra Firm Mattresses, Extra Firm Memory Foam Mattresses, Extra Firm Queen Innerspring Mattresses, Extra Firm Queen Size Mattresses, Extra Firm Twin Size Mattresses, Extra Firm Twin XL Size Mattresses, height-12-14, mattress, scandinavian, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Southerland California King Size Mattresses, Southerland Full Size Mattresses, Southerland Innerspring Mattresses, Southerland King Memory Foam Mattresses, Southerland King Size Mattresses, Southerland Mattresses, Southerland Queen Mattresses, Southerland Queen Memory Foam Mattresses, Southerland Twin Memory Foam Mattresses, Southerland Twin Size Mattresses, Southerland Twin XL Innerspring Mattresses, Type_Pocketed Coil"
englander-cambridge-luxury-plush-14-5-hybrid-mattress,"Englander Cambridge Luxury Plush 14.5"" Hybrid Mattress",53,yes,Brand_Englander | Englander  ;;  Firm Full Size Mattresses | Firm King Size Mattresses | Firm Queen Size Mattress | Firm Twin Size Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses | mattress | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Plush California King Size Mattresses | Plush Full Size Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Hybrid | Hybrid Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Plush | Plush Innerspring Mattresses | Plush King Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Twin XL Memory Foam Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Queen Size Mattress, Firm Twin Size Mattresses, Full Size Mattress Sale, height-14plus, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, natural latex, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Memory Foam Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Size Mattress Sale, Type_Latex, Type_Pocketed Coil"
englander-cambridge-luxury-firm-14-5-hybrid-mattress,"Englander Cambridge Luxury Firm 14.5"" Hybrid Mattress",30,yes,Brand_Englander | Englander  ;;  Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Queen Size Mattress | Firm Twin Size Mattresses  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Size Mattress, Firm Twin Size Mattresses, Full Size Mattress Sale, height-14plus, made in usa, mattress, Mattress Sale, Non-Toxic, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Type_Latex, Type_Pocketed Coil"
englander-amsbury-pillow-top-mattress,"Englander Amesbury Plush Pillow Top 15.5"" Mattress",38,yes,Brand_Englander | Englander  ;;  California King Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Innerspring Mattresses | mattress | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Twin XL Innerspring Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Plush | Plush Full Size Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"best selling, Brand_Englander, California King Innerspring Mattresses, CertiPUR-US, Comfort_Pillow Top, Englander, Full Innerspring Mattresses, height-14plus, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Innerspring, Type_Pocketed Coil"
englander-amsbury-firm-14-hybrid-mattress,"Englander Amesbury Firm 14.5"" Mattress",40,yes,Brand_Englander | Englander  ;;  California King Innerspring Mattresses | Firm King Size Mattresses | Firm Queen Innerspring Mattresses | Firm Twin Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Innerspring Mattresses | mattress | Twin XL Innerspring Mattresses  ;;  Firm | Firm Full Size Mattresses | Firm Mattresses | Firm Queen Size Mattress | Firm Twin Size Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Englander, California King Innerspring Mattresses, CertiPUR-US, Englander, Feature_Adjustable Friendly, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Innerspring Mattresses, Full Size Mattress Sale, height-14plus, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Non-Toxic, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Innerspring, Type_Memory Foam, Type_Pocketed Coil"
englander-amsbury-plush-mattress,"Englander Amesbury Plush 14.5"" Mattress",42,yes,Brand_Englander | Englander  ;;  California King Innerspring Mattresses | Firm Queen Innerspring Mattresses | Firm Twin Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Innerspring Mattresses | mattress | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Twin XL Innerspring Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Plush | Plush Full Size Mattresses | Plush Mattresses | Plush Memory Foam Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Memory Foam Mattresses | Plush Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"best selling, Brand_Englander, California King Innerspring Mattresses, CertiPUR-US, Englander, Firm Queen Innerspring Mattresses, Firm Twin Innerspring Mattresses, Full Innerspring Mattresses, height-14plus, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Memory Foam Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Memory Foam Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Innerspring, Type_Memory Foam, Type_Pocketed Coil"
englander-everest-luxury-firm-mattress,"Englander Everest Luxury Firm Box Top 14"" Mattress",40,yes,Brand_Englander | Englander  ;;  Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Queen Size Mattress | Firm Twin Innerspring Mattresses | Firm Twin Size Mattresses  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam  ;;  Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Memory Foam, natural latex, Non-Toxic, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_CopperGel, Type_Latex, Type_Memory Foam, Type_Pocketed Coil"
